,Time,EMG_zyg,EMG_cor
5567,2.784,0.01373291,0.009155273
5568,2.7845,0.014038086,0.005493164
5569,2.785,0.020141602,0.000915527
5570,2.7855,0.021057129,-0.00213623
5571,2.786,0.022583008,-0.010986328
5572,2.7865,0.02746582,-0.012512207
5573,2.787,0.036621094,-0.007019043
5574,2.7875,0.036621094,-0.003051758
5575,2.788,0.025634766,0.0
5576,2.7885,0.023498535,0.001220703
5577,2.789,0.02746582,-0.000915527
5578,2.7895,0.020446777,-0.003662109
5579,2.79,0.018310547,-0.008239746
5580,2.7905,0.018615723,-0.009460449
5581,2.791,0.008850098,-0.010986328
5582,2.7915,0.002746582,-0.003051758
5583,2.792,-0.001525879,0.002441406
5584,2.7925,-0.008850098,0.003051758
5585,2.793,-0.009460449,0.00793457
5586,2.7935,-0.012512207,0.006103516
5587,2.794,-0.016174316,0.008850098
5588,2.7945,-0.020446777,0.012817383
5589,2.795,-0.028991699,0.013427734
5590,2.7955,-0.028076172,0.011901855
5591,2.796,-0.025634766,0.011901855
5592,2.7965,-0.023193359,0.001220703
5593,2.797,-0.03112793,-0.008850098
5594,2.7975,-0.036010742,-0.007629395
5595,2.798,-0.034484863,-0.016174316
5596,2.7985,-0.032958984,-0.022277832
5597,2.799,-0.032958984,-0.020141602
5598,2.7995,-0.026550293,-0.016784668
5599,2.8,-0.02532959,-0.009765625
5600,2.8005,-0.022277832,-0.006408691
5601,2.801,-0.011291504,0.002746582
5602,2.8015,-0.001220703,0.00793457
5603,2.802,0.002746582,0.016174316
5604,2.8025,0.005493164,0.019836426
5605,2.803,0.00213623,0.021972656
5606,2.8035,0.006408691,0.026855469
5607,2.804,0.010375977,0.028991699
5608,2.8045,0.014953613,0.030212402
5609,2.805,0.024108887,0.024108887
5610,2.8055,0.024108887,0.016174316
5611,2.806,0.020446777,0.008239746
5612,2.8065,0.020446777,0.002441406
5613,2.807,0.030517578,0.0
5614,2.8075,0.032043457,-0.003051758
5615,2.808,0.027770996,-0.008239746
5616,2.8085,0.025939941,-0.009460449
5617,2.809,0.026550293,-0.008544922
5618,2.8095,0.021972656,-0.00793457
5619,2.81,0.020141602,-0.010986328
5620,2.8105,0.018310547,-0.01159668
5621,2.811,0.010681152,-0.020141602
5622,2.8115,0.003662109,-0.024719238
5623,2.812,0.000610352,-0.02532959
5624,2.8125,-0.004882813,-0.025024414
5625,2.813,-0.006103516,-0.022888184
5626,2.8135,-0.008239746,-0.014953613
5627,2.814,-0.008544922,-0.013122559
5628,2.8145,-0.012207031,-0.00579834
5629,2.815,-0.022277832,-0.000915527
5630,2.8155,-0.025024414,0.003356934
5631,2.816,-0.023193359,0.004272461
5632,2.8165,-0.026550293,0.006103516
5633,2.817,-0.036621094,0.003356934
5634,2.8175,-0.03692627,0.001831055
5635,2.818,-0.028381348,0.001220703
5636,2.8185,-0.026550293,0.004272461
5637,2.819,-0.027770996,0.001831055
5638,2.8195,-0.024414063,-0.003356934
5639,2.82,-0.023193359,-0.001831055
5640,2.8205,-0.01953125,-0.001220703
5641,2.821,-0.009155273,0.005493164
5642,2.8215,-0.000610352,0.003051758
5643,2.822,0.006713867,0.006103516
5644,2.8225,0.010986328,0.007324219
5645,2.823,0.012512207,0.00579834
5646,2.8235,0.014038086,0.003356934
5647,2.824,0.01373291,0.004577637
5648,2.8245,0.014953613,0.003967285
5649,2.825,0.024719238,0.000305176
5650,2.8255,0.030212402,-0.003967285
5651,2.826,0.025939941,-0.010070801
5652,2.8265,0.023193359,-0.009460449
5653,2.827,0.034484863,0.000915527
5654,2.8275,0.036315918,0.004882813
5655,2.828,0.03112793,0.001831055
5656,2.8285,0.027770996,-0.003356934
5657,2.829,0.028076172,0.0
5658,2.8295,0.026855469,0.00579834
5659,2.83,0.028381348,0.018920898
5660,2.8305,0.021057129,0.023803711
5661,2.831,0.010681152,0.023498535
5662,2.8315,0.003356934,0.01953125
5663,2.832,-0.002746582,0.014343262
5664,2.8325,-0.013122559,0.008544922
5665,2.833,-0.016174316,0.003662109
5666,2.8335,-0.01739502,-0.000610352
5667,2.834,-0.018310547,0.003356934
5668,2.8345,-0.022888184,0.00579834
5669,2.835,-0.03112793,0.008544922
5670,2.8355,-0.029907227,0.010986328
5671,2.836,-0.025939941,0.01953125
5672,2.8365,-0.02166748,0.022888184
5673,2.837,-0.028991699,0.026245117
5674,2.8375,-0.034484863,0.027770996
5675,2.838,-0.032348633,0.03112793
5676,2.8385,-0.03112793,0.027160645
5677,2.839,-0.030212402,0.015869141
5678,2.8395,-0.024719238,0.007629395
5679,2.84,-0.025634766,-0.002746582
5680,2.8405,-0.024108887,-0.010375977
5681,2.841,-0.013427734,-0.016784668
5682,2.8415,-0.004882813,-0.027160645
5683,2.842,-0.001831055,-0.032653809
5684,2.8425,0.001525879,-0.028076172
5685,2.843,0.002441406,-0.027770996
5686,2.8435,0.006103516,-0.029602051
5687,2.844,0.011291504,-0.026855469
5688,2.8445,0.015869141,-0.021362305
5689,2.845,0.023803711,-0.020446777
5690,2.8455,0.025024414,-0.025634766
5691,2.846,0.022583008,-0.026245117
5692,2.8465,0.023193359,-0.02166748
5693,2.847,0.032958984,-0.014038086
5694,2.8475,0.034790039,-0.010070801
5695,2.848,0.029296875,0.0
5696,2.8485,0.026245117,0.000305176
5697,2.849,0.024108887,0.005493164
5698,2.8495,0.021972656,0.005187988
5699,2.85,0.021057129,0.005187988
5700,2.8505,0.019226074,0.003356934
5701,2.851,0.008544922,0.007629395
5702,2.8515,0.001220703,0.016784668
5703,2.852,-0.002441406,0.018615723
5704,2.8525,-0.006408691,0.013427734
5705,2.853,-0.006713867,0.010375977
5706,2.8535,-0.012207031,0.01159668
5707,2.854,-0.014648438,0.010070801
5708,2.8545,-0.016784668,0.009765625
5709,2.855,-0.026550293,0.007629395
5710,2.8555,-0.030517578,0.005493164
5711,2.856,-0.026245117,0.00213623
5712,2.8565,-0.026855469,-0.001831055
5713,2.857,-0.038146973,-0.004577637
5714,2.8575,-0.039672852,-0.012512207
5715,2.858,-0.034484863,-0.016174316
5716,2.8585,-0.029907227,-0.019836426
5717,2.859,-0.034179688,-0.02746582
5718,2.8595,-0.030212402,-0.03112793
5719,2.86,-0.02532959,-0.031738281
5720,2.8605,-0.023498535,-0.026550293
5721,2.861,-0.015563965,-0.027770996
5722,2.8615,-0.009765625,-0.031433105
5723,2.862,-0.004882813,-0.030822754
5724,2.8625,0.00213623,-0.01953125
5725,2.863,0.001831055,-0.015258789
5726,2.8635,0.004272461,-0.015563965
5727,2.864,0.006713867,-0.026245117
5728,2.8645,0.012817383,-0.019836426
5729,2.865,0.023803711,-0.006713867
5730,2.8655,0.023498535,0.010375977
5731,2.866,0.01953125,0.017700195
5732,2.8665,0.018310547,0.022583008
5733,2.867,0.028381348,0.02166748
5734,2.8675,0.030517578,0.024108887
5735,2.868,0.025024414,0.021362305
5736,2.8685,0.024108887,0.007324219
5737,2.869,0.026550293,-0.000610352
5738,2.8695,0.021972656,-0.002746582
5739,2.87,0.018005371,0.001525879
5740,2.8705,0.017089844,0.004577637
5741,2.871,0.007324219,0.007629395
5742,2.8715,0.000305176,0.008850098
5743,2.872,-0.002746582,0.012512207
5744,2.8725,-0.007019043,0.016174316
5745,2.873,-0.009765625,0.01373291
5746,2.8735,-0.012207031,0.013427734
5747,2.874,-0.012817383,0.011901855
5748,2.8745,-0.017700195,0.013122559
5749,2.875,-0.02532959,0.012817383
5750,2.8755,-0.024719238,0.015563965
5751,2.876,-0.021362305,0.014648438
5752,2.8765,-0.023193359,0.012512207
5753,2.877,-0.032958984,0.010681152
5754,2.8775,-0.03326416,0.008850098
5755,2.878,-0.026550293,0.003967285
5756,2.8785,-0.024108887,0.004272461
5757,2.879,-0.028991699,0.000305176
5758,2.8795,-0.028991699,-0.000915527
5759,2.88,-0.027770996,-0.007019043
5760,2.8805,-0.024719238,-0.005493164
5761,2.881,-0.015258789,0.002441406
5762,2.8815,-0.007019043,0.005187988
5763,2.882,-0.001831055,0.000915527
5764,2.8825,0.000915527,-0.003051758
5765,2.883,-0.001525879,-0.001220703
5766,2.8835,0.000915527,-0.004272461
5767,2.884,0.007019043,0.000610352
5768,2.8845,0.012817383,0.000915527
5769,2.885,0.026855469,0.004577637
5770,2.8855,0.027770996,0.012207031
5771,2.886,0.021972656,0.020446777
5772,2.8865,0.01953125,0.02166748
5773,2.887,0.03112793,0.020751953
5774,2.8875,0.030822754,0.018310547
5775,2.888,0.026550293,0.017089844
5776,2.8885,0.024414063,0.015563965
5777,2.889,0.023803711,0.01159668
5778,2.8895,0.020751953,0.009155273
5779,2.89,0.020446777,-0.000305176
5780,2.8905,0.015869141,-0.007629395
5781,2.891,0.006408691,-0.016174316
5782,2.8915,-0.001831055,-0.021972656
5783,2.892,-0.004577637,-0.020751953
5784,2.8925,-0.009460449,-0.020141602
5785,2.893,-0.010070801,-0.018615723
5786,2.8935,-0.01373291,-0.014953613
5787,2.894,-0.015258789,-0.010681152
5788,2.8945,-0.018920898,-0.013122559
5789,2.895,-0.029602051,-0.013122559
5790,2.8955,-0.030212402,-0.012207031
5791,2.896,-0.026855469,-0.014343262
5792,2.8965,-0.024719238,-0.017700195
5793,2.897,-0.034790039,-0.016174316
5794,2.8975,-0.035705566,-0.012207031
5795,2.898,-0.031738281,-0.005187988
5796,2.8985,-0.031433105,-0.004272461
5797,2.899,-0.030822754,-0.002441406
5798,2.8995,-0.024719238,0.004272461
5799,2.9,-0.026245117,0.007629395
5800,2.9005,-0.024414063,0.006103516
5801,2.901,-0.011901855,0.002746582
5802,2.9015,-0.004272461,0.003051758
5803,2.902,0.0,0.003662109
5804,2.9025,0.00579834,0.003662109
5805,2.903,0.004882813,0.00213623
5806,2.9035,0.012207031,0.000305176
5807,2.904,0.016479492,-0.002441406
5808,2.9045,0.016784668,-0.002746582
5809,2.905,0.019836426,-0.00213623
5810,2.9055,0.018920898,-0.001220703
5811,2.906,0.014038086,-0.002746582
5812,2.9065,0.016784668,-0.008850098
5813,2.907,0.030212402,-0.00793457
5814,2.9075,0.034484863,-0.00793457
5815,2.908,0.03112793,-0.01159668
5816,2.9085,0.029602051,-0.010070801
5817,2.909,0.029602051,-0.006713867
5818,2.9095,0.024108887,-0.007629395
5819,2.91,0.024108887,-0.007629395
5820,2.9105,0.019226074,-0.004577637
5821,2.911,0.010375977,-0.003051758
5822,2.9115,0.002746582,0.00213623
5823,2.912,-0.002746582,0.003967285
5824,2.9125,-0.007019043,0.001525879
5825,2.913,-0.008544922,0.001220703
5826,2.9135,-0.011291504,0.01159668
5827,2.914,-0.014038086,0.022277832
5828,2.9145,-0.019836426,0.026550293
5829,2.915,-0.028686523,0.02166748
5830,2.9155,-0.029296875,0.00793457
5831,2.916,-0.025024414,-0.005187988
5832,2.9165,-0.024108887,-0.01373291
5833,2.917,-0.035400391,-0.010986328
5834,2.9175,-0.036315918,-0.010375977
5835,2.918,-0.028991699,-0.008850098
5836,2.9185,-0.026550293,-0.002746582
5837,2.919,-0.025634766,0.000610352
5838,2.9195,-0.020141602,0.006713867
5839,2.92,-0.019226074,0.009155273
5840,2.9205,-0.014648438,0.008850098
5841,2.921,-0.007019043,0.01159668
5842,2.9215,-0.003051758,0.016479492
5843,2.922,-0.00213623,0.011901855
5844,2.9225,0.004577637,0.008239746
5845,2.923,0.008239746,0.010681152
5846,2.9235,0.014343262,0.00213623
5847,2.924,0.019226074,-0.007629395
5848,2.9245,0.021972656,-0.007629395
5849,2.925,0.031433105,-0.00793457
5850,2.9255,0.031738281,-0.008544922
5851,2.926,0.025634766,-0.010375977
5852,2.9265,0.026245117,-0.012207031
5853,2.927,0.036010742,-0.007629395
5854,2.9275,0.032958984,-0.005493164
5855,2.928,0.028381348,-0.004882813
5856,2.9285,0.026855469,-0.00579834
5857,2.929,0.026550293,-0.010375977
5858,2.9295,0.026855469,-0.008239746
5859,2.93,0.034179688,-0.008544922
5860,2.9305,0.029296875,-0.008544922
5861,2.931,0.01373291,-0.003356934
5862,2.9315,0.001525879,-0.000915527
5863,2.932,-0.003356934,-0.000610352
5864,2.9325,-0.007629395,0.006408691
5865,2.933,-0.010681152,0.012207031
5866,2.9335,-0.009460449,0.008544922
5867,2.934,-0.007019043,0.003051758
5868,2.9345,-0.008239746,-0.005187988
5869,2.935,-0.018920898,-0.007324219
5870,2.9355,-0.023193359,-0.003967285
5871,2.936,-0.024414063,0.0
5872,2.9365,-0.027160645,0.001525879
5873,2.937,-0.035705566,0.002746582
5874,2.9375,-0.037231445,0.00213623
5875,2.938,-0.032958984,0.005493164
5876,2.9385,-0.030212402,0.012817383
5877,2.939,-0.028991699,0.01373291
5878,2.9395,-0.02532959,0.01739502
5879,2.94,-0.026245117,0.018005371
5880,2.9405,-0.023193359,0.012817383
5881,2.941,-0.012207031,0.01159668
5882,2.9415,-0.00579834,0.009765625
5883,2.942,-0.001525879,0.004577637
5884,2.9425,0.003662109,-0.002441406
5885,2.943,0.003662109,-0.008544922
5886,2.9435,0.008239746,-0.011291504
5887,2.944,0.01373291,-0.011901855
5888,2.9445,0.018005371,-0.010375977
5889,2.945,0.025024414,-0.013427734
5890,2.9455,0.026245117,-0.012512207
5891,2.946,0.024414063,-0.011291504
5892,2.9465,0.023193359,-0.009460449
5893,2.947,0.035400391,-0.009765625
5894,2.9475,0.038146973,-0.011901855
5895,2.948,0.029602051,-0.009155273
5896,2.9485,0.023498535,-0.006103516
5897,2.949,0.024719238,-0.007324219
5898,2.9495,0.01953125,-0.007629395
5899,2.95,0.021362305,-0.00213623
5900,2.9505,0.021057129,0.001525879
5901,2.951,0.013122559,0.003967285
5902,2.9515,0.006103516,0.008544922
5903,2.952,0.002746582,0.00793457
5904,2.9525,-0.001220703,0.007324219
5905,2.953,-0.005493164,0.001220703
5906,2.9535,-0.008239746,0.000915527
5907,2.954,-0.012512207,-0.006408691
5908,2.9545,-0.021362305,-0.012207031
5909,2.955,-0.031433105,-0.023803711
5910,2.9555,-0.030822754,-0.020751953
5911,2.956,-0.025939941,-0.016174316
5912,2.9565,-0.02532959,-0.019226074
5913,2.957,-0.034790039,-0.027770996
5914,2.9575,-0.034179688,-0.030517578
5915,2.958,-0.030822754,-0.024414063
5916,2.9585,-0.028686523,-0.021972656
5917,2.959,-0.030822754,-0.022583008
5918,2.9595,-0.026855469,-0.015869141
5919,2.96,-0.028076172,-0.012512207
5920,2.9605,-0.021972656,-0.014038086
5921,2.961,-0.008544922,-0.012207031
5922,2.9615,-0.001831055,-0.011291504
5923,2.962,0.000305176,-0.015258789
5924,2.9625,0.004882813,-0.004882813
5925,2.963,0.003662109,-0.003662109
5926,2.9635,0.006103516,-0.004882813
5927,2.964,0.010070801,-0.004272461
5928,2.9645,0.017700195,-0.007324219
5929,2.965,0.025939941,-0.006408691
5930,2.9655,0.025024414,-0.000305176
5931,2.966,0.017700195,-0.001525879
5932,2.9665,0.018920898,0.000610352
5933,2.967,0.031738281,-0.001525879
5934,2.9675,0.032958984,-0.000610352
5935,2.968,0.027770996,-0.010986328
5936,2.9685,0.028991699,-0.029907227
5937,2.969,0.030517578,-0.035705566
5938,2.9695,0.022583008,-0.032653809
5939,2.97,0.01739502,-0.022583008
5940,2.9705,0.014648438,-0.015563965
5941,2.971,0.00579834,-0.010375977
5942,2.9715,0.001220703,-0.008850098
5943,2.972,-0.003356934,-0.00793457
5944,2.9725,-0.008544922,-0.010375977
5945,2.973,-0.010681152,-0.009765625
5946,2.9735,-0.01373291,-0.005493164
5947,2.974,-0.017089844,-0.001525879
5948,2.9745,-0.021057129,-0.008239746
5949,2.975,-0.027770996,-0.010070801
5950,2.9755,-0.029296875,-0.008239746
5951,2.976,-0.028381348,-0.00213623
5952,2.9765,-0.030517578,0.003662109
5953,2.977,-0.040283203,0.005493164
5954,2.9775,-0.037841797,0.004577637
5955,2.978,-0.03112793,0.001525879
5956,2.9785,-0.028076172,0.001220703
5957,2.979,-0.028686523,-0.003356934
5958,2.9795,-0.02166748,-0.006713867
5959,2.98,-0.019226074,-0.010986328
5960,2.9805,-0.017700195,-0.00793457
5961,2.981,-0.009765625,-0.009155273
5962,2.9815,-0.004272461,-0.006408691
5963,2.982,-0.000915527,-0.005187988
5964,2.9825,0.003967285,-0.003356934
5965,2.983,0.003356934,0.0
5966,2.9835,0.005493164,-0.003662109
5967,2.984,0.011291504,-0.004272461
5968,2.9845,0.017700195,0.001220703
5969,2.985,0.025939941,0.012817383
5970,2.9855,0.025634766,0.016174316
5971,2.986,0.021362305,0.01373291
5972,2.9865,0.022888184,0.015258789
5973,2.987,0.032653809,0.020141602
5974,2.9875,0.032653809,0.02166748
5975,2.988,0.028076172,0.018615723
5976,2.9885,0.028991699,0.016479492
5977,2.989,0.030517578,0.014343262
5978,2.9895,0.022888184,0.011291504
5979,2.99,0.020446777,0.003662109
5980,2.9905,0.015869141,-0.003662109
5981,2.991,0.008239746,-0.008239746
5982,2.9915,0.000610352,-0.007019043
5983,2.992,-0.005493164,-0.009460449
5984,2.9925,-0.008544922,-0.015563965
5985,2.993,-0.010681152,-0.020446777
5986,2.9935,-0.014648438,-0.022277832
5987,2.994,-0.016784668,-0.020751953
5988,2.9945,-0.022583008,-0.017089844
5989,2.995,-0.028076172,-0.013427734
5990,2.9955,-0.028076172,-0.012817383
5991,2.996,-0.026550293,-0.007019043
5992,2.9965,-0.025939941,-0.005493164
5993,2.997,-0.037841797,-0.003051758
5994,2.9975,-0.037231445,-0.000610352
5995,2.998,-0.028381348,-0.002441406
5996,2.9985,-0.028991699,-0.001831055
5997,2.999,-0.032958984,-0.001220703
5998,2.9995,-0.028686523,-0.002441406
5999,3.0,-0.023498535,-0.004882813
6000,3.0005,-0.013427734,-0.006713867
6001,3.001,-0.007629395,-0.006103516
6002,3.0015,-0.004882813,-0.006713867
6003,3.002,-0.003967285,-0.008850098
6004,3.0025,0.001831055,-0.009765625
6005,3.003,0.001831055,-0.003967285
6006,3.0035,0.008239746,0.004577637
6007,3.004,0.012512207,0.011901855
6008,3.0045,0.017700195,0.014343262
6009,3.005,0.026245117,0.020446777
6010,3.0055,0.025939941,0.025634766
6011,3.006,0.022888184,0.023193359
6012,3.0065,0.02532959,0.015258789
6013,3.007,0.036621094,0.011291504
6014,3.0075,0.034179688,0.010070801
6015,3.008,0.026855469,0.009155273
6016,3.0085,0.028076172,0.01159668
6017,3.009,0.032348633,0.00793457
6018,3.0095,0.028991699,0.006103516
6019,3.01,0.028381348,0.001220703
6020,3.0105,0.022583008,-0.00213623
6021,3.011,0.012512207,-0.004272461
6022,3.0115,0.003051758,-0.005187988
6023,3.012,-0.006103516,-0.012817383
6024,3.0125,-0.012207031,-0.019226074
6025,3.013,-0.015258789,-0.013427734
6026,3.0135,-0.015563965,-0.012512207
6027,3.014,-0.015869141,-0.009460449
6028,3.0145,-0.017700195,-0.007324219
6029,3.015,-0.027770996,-0.003662109
6030,3.0155,-0.028991699,-0.003051758
6031,3.016,-0.025634766,-0.004272461
6032,3.0165,-0.02532959,-0.001525879
6033,3.017,-0.032958984,-0.003356934
6034,3.0175,-0.032043457,-0.005493164
6035,3.018,-0.025024414,-0.000610352
6036,3.0185,-0.026550293,0.003967285
6037,3.019,-0.029907227,0.003356934
6038,3.0195,-0.025634766,-0.001831055
6039,3.02,-0.02746582,-0.006103516
6040,3.0205,-0.02532959,-0.018310547
6041,3.021,-0.016174316,-0.020446777
6042,3.0215,-0.00793457,-0.022277832
6043,3.022,-0.000915527,-0.02166748
6044,3.0225,0.006713867,-0.011901855
6045,3.023,0.009765625,-0.000915527
6046,3.0235,0.013122559,0.004577637
6047,3.024,0.01739502,0.007629395
6048,3.0245,0.017089844,0.003967285
6049,3.025,0.022583008,0.004272461
6050,3.0255,0.021057129,-0.001831055
6051,3.026,0.019836426,-0.010986328
6052,3.0265,0.02166748,-0.012207031
6053,3.027,0.029296875,-0.012512207
6054,3.0275,0.031738281,-0.016784668
6055,3.028,0.030212402,-0.01373291
6056,3.0285,0.033569336,-0.013122559
6057,3.029,0.035400391,-0.015563965
6058,3.0295,0.029296875,-0.018310547
6059,3.03,0.027160645,-0.017089844
6060,3.0305,0.02166748,-0.014038086
6061,3.031,0.010681152,-0.006408691
6062,3.0315,0.007019043,-0.000610352
6063,3.032,0.00213623,0.003356934
6064,3.0325,-0.004577637,0.001525879
6065,3.033,-0.012512207,0.002746582
6066,3.0335,-0.018005371,0.00213623
6067,3.034,-0.020141602,-0.003967285
6068,3.0345,-0.022583008,-0.013427734
6069,3.035,-0.030822754,-0.013122559
6070,3.0355,-0.029296875,-0.014343262
6071,3.036,-0.021972656,-0.015258789
6072,3.0365,-0.01953125,-0.00579834
6073,3.037,-0.031433105,-0.010070801
6074,3.0375,-0.033569336,-0.009765625
6075,3.038,-0.029907227,-0.004577637
6076,3.0385,-0.032348633,-0.009460449
6077,3.039,-0.032348633,-0.003967285
6078,3.0395,-0.026855469,0.005493164
6079,3.04,-0.024108887,0.006713867
6080,3.0405,-0.018005371,0.003662109
6081,3.041,-0.007629395,0.004272461
6082,3.0415,-0.002746582,0.002441406
6083,3.042,0.000305176,-0.00213623
6084,3.0425,0.001525879,0.003356934
6085,3.043,0.003967285,0.010986328
6086,3.0435,0.010681152,0.022277832
6087,3.044,0.016479492,0.023498535
6088,3.0445,0.021972656,0.023193359
6089,3.045,0.030212402,0.022888184
6090,3.0455,0.026855469,0.018920898
6091,3.046,0.020446777,0.01159668
6092,3.0465,0.022583008,0.002746582
6093,3.047,0.035705566,0.00213623
6094,3.0475,0.036010742,-0.004272461
6095,3.048,0.030517578,-0.004882813
6096,3.0485,0.028991699,-0.004882813
6097,3.049,0.028991699,0.002746582
6098,3.0495,0.026550293,0.014038086
6099,3.05,0.028076172,0.022888184
6100,3.0505,0.023193359,0.020446777
6101,3.051,0.01159668,0.019836426
6102,3.0515,0.004272461,0.020141602
6103,3.052,0.002746582,0.017089844
6104,3.0525,0.000915527,0.017089844
6105,3.053,-0.005493164,0.010986328
6106,3.0535,-0.010070801,0.005493164
6107,3.054,-0.010375977,0.003051758
6108,3.0545,-0.016174316,0.001831055
6109,3.055,-0.027770996,0.0
6110,3.0555,-0.027770996,-0.001525879
6111,3.056,-0.024414063,-0.001831055
6112,3.0565,-0.023498535,-0.00793457
6113,3.057,-0.034484863,-0.01953125
6114,3.0575,-0.03692627,-0.02746582
6115,3.058,-0.032958984,-0.032653809
6116,3.0585,-0.029296875,-0.03692627
6117,3.059,-0.018310547,-0.037536621
6118,3.0595,-0.007019043,-0.034484863
6119,3.06,-0.014343262,-0.031738281
6120,3.0605,-0.018005371,-0.032348633
6121,3.061,-0.010375977,-0.028991699
6122,3.0615,-0.001831055,-0.026550293
6123,3.062,-0.001220703,-0.023803711
6124,3.0625,0.001831055,-0.018005371
6125,3.063,0.00213623,-0.010070801
6126,3.0635,0.007324219,-0.004272461
6127,3.064,0.016174316,0.000610352
6128,3.0645,0.02166748,0.006713867
6129,3.065,0.029907227,0.008544922
6130,3.0655,0.027770996,0.007019043
6131,3.066,0.024719238,0.005493164
6132,3.0665,0.022888184,0.004577637
6133,3.067,0.032348633,0.006408691
6134,3.0675,0.033569336,0.007324219
6135,3.068,0.029602051,0.008239746
6136,3.0685,0.028076172,0.013427734
6137,3.069,0.028381348,0.016479492
6138,3.0695,0.023803711,0.014648438
6139,3.07,0.020446777,0.015869141
6140,3.0705,0.018615723,0.018005371
6141,3.071,0.008544922,0.018005371
6142,3.0715,0.002441406,0.01953125
6143,3.072,0.001220703,0.016174316
6144,3.0725,-0.000915527,0.013122559
6145,3.073,-0.003662109,0.011901855
6146,3.0735,-0.008850098,0.006408691
6147,3.074,-0.013427734,0.004272461
6148,3.0745,-0.016784668,-0.001831055
6149,3.075,-0.023803711,-0.005493164
6150,3.0755,-0.01953125,-0.00793457
6151,3.076,-0.017089844,-0.009155273
6152,3.0765,-0.018920898,-0.009460449
6153,3.077,-0.030822754,-0.013427734
6154,3.0775,-0.033569336,-0.008850098
6155,3.078,-0.028076172,-0.003967285
6156,3.0785,-0.027160645,-0.004272461
6157,3.079,-0.025634766,-0.006713867
6158,3.0795,-0.01739502,-0.008544922
6159,3.08,-0.016479492,-0.002441406
6160,3.0805,-0.016174316,0.004272461
6161,3.081,-0.009460449,0.003967285
6162,3.0815,-0.003051758,-0.00213623
6163,3.082,0.001220703,-0.009460449
6164,3.0825,0.005187988,-0.015869141
6165,3.083,0.006103516,-0.018310547
6166,3.0835,0.011291504,-0.014953613
6167,3.084,0.019226074,-0.015258789
6168,3.0845,0.027160645,-0.010375977
6169,3.085,0.033569336,-0.007324219
6170,3.0855,0.032043457,-0.004882813
6171,3.086,0.030822754,-0.000610352
6172,3.0865,0.031433105,0.007019043
6173,3.087,0.038757324,0.012512207
6174,3.0875,0.030517578,0.000610352
6175,3.088,0.019836426,-0.014038086
6176,3.0885,0.021362305,-0.02166748
6177,3.089,0.025634766,-0.009155273
6178,3.0895,0.020446777,0.005493164
6179,3.09,0.018310547,0.01373291
6180,3.0905,0.018310547,0.012512207
6181,3.091,0.012512207,0.005493164
6182,3.0915,0.004577637,0.006103516
6183,3.092,-0.002441406,0.002441406
6184,3.0925,-0.008239746,0.007629395
6185,3.093,-0.010070801,0.010681152
6186,3.0935,-0.009765625,0.006103516
6187,3.094,-0.010375977,0.002746582
6188,3.0945,-0.012817383,0.001831055
6189,3.095,-0.02166748,0.007019043
6190,3.0955,-0.025634766,0.005493164
6191,3.096,-0.025634766,0.008850098
6192,3.0965,-0.029296875,0.01373291
6193,3.097,-0.040588379,0.012207031
6194,3.0975,-0.038757324,0.011901855
6195,3.098,-0.032653809,0.009155273
6196,3.0985,-0.030212402,0.007629395
6197,3.099,-0.028686523,0.003662109
6198,3.0995,-0.023803711,-0.000915527
6199,3.1,-0.025939941,-0.004882813
6200,3.1005,-0.02166748,-0.005187988
6201,3.101,-0.012207031,-0.003051758
6202,3.1015,-0.006103516,0.005187988
6203,3.102,0.002441406,0.013427734
6204,3.1025,0.008850098,0.014648438
6205,3.103,0.008850098,0.019226074
6206,3.1035,0.01159668,0.020751953
6207,3.104,0.014648438,0.019226074
6208,3.1045,0.021362305,0.003967285
6209,3.105,0.026550293,-0.001525879
6210,3.1055,0.023803711,0.000915527
6211,3.106,0.022583008,0.003051758
6212,3.1065,0.025024414,0.002441406
6213,3.107,0.036315918,0.001525879
6214,3.1075,0.034179688,0.001525879
6215,3.108,0.028381348,-0.003051758
6216,3.1085,0.028686523,-0.001525879
6217,3.109,0.028991699,-0.002441406
6218,3.1095,0.025024414,-0.004577637
6219,3.11,0.024414063,-0.011291504
6220,3.1105,0.021057129,-0.012512207
6221,3.111,0.014343262,-0.018005371
6222,3.1115,0.004272461,-0.022277832
6223,3.112,-0.001525879,-0.021972656
6224,3.1125,-0.004272461,-0.020141602
6225,3.113,-0.007324219,-0.017700195
6226,3.1135,-0.009155273,-0.016784668
6227,3.114,-0.006713867,-0.014953613
6228,3.1145,-0.014038086,-0.010070801
6229,3.115,-0.023498535,-0.010375977
6230,3.1155,-0.022277832,-0.003662109
6231,3.116,-0.017700195,-0.001220703
6232,3.1165,-0.018615723,-0.000305176
6233,3.117,-0.032958984,-0.001831055
6234,3.1175,-0.033569336,-0.004577637
6235,3.118,-0.029602051,-0.003356934
6236,3.1185,-0.031433105,-0.008544922
6237,3.119,-0.028686523,-0.012817383
6238,3.1195,-0.023498535,-0.009155273
6239,3.12,-0.023193359,-0.003051758
6240,3.1205,-0.019836426,0.004882813
6241,3.121,-0.012207031,0.011901855
6242,3.1215,-0.004577637,0.010070801
6243,3.122,0.007019043,0.00579834
6244,3.1225,0.016174316,-0.001220703
6245,3.123,0.015258789,-0.009460449
6246,3.1235,0.01373291,-0.014648438
6247,3.124,0.017089844,-0.016784668
