Time,EMG_zyg,EMG_cor
0.206,0.032348633,0.009460449
0.2065,0.02532959,0.010070801
0.207,0.022888184,0.008239746
0.2075,0.024719238,0.007629395
0.208,0.021362305,0.005493164
0.2085,0.01953125,0.00213623
0.209,0.017700195,-0.002441406
0.2095,0.009765625,-0.003356934
0.21,0.000610352,0.00579834
0.2105,-0.004272461,0.009460449
0.211,-0.007324219,0.014038086
0.2115,-0.01159668,0.017089844
0.212,-0.014648438,0.020751953
0.2125,-0.011901855,0.019226074
0.213,-0.012207031,0.022583008
0.2135,-0.01953125,0.025939941
0.214,-0.027160645,0.026855469
0.2145,-0.024108887,0.016479492
0.215,-0.025024414,0.008544922
0.2155,-0.034790039,0.001525879
0.216,-0.041809082,-0.003051758
0.2165,-0.037841797,-0.003967285
0.217,-0.028686523,-0.006103516
0.2175,-0.022277832,-0.014038086
0.218,-0.016174316,-0.018005371
0.2185,-0.018310547,-0.01739502
0.219,-0.020446777,-0.019836426
0.2195,-0.013122559,-0.022583008
0.22,-0.000915527,-0.020751953
0.2205,0.001525879,-0.016479492
0.221,0.003967285,-0.013122559
0.2215,0.004577637,-0.013122559
0.222,0.007324219,-0.014648438
0.2225,0.013122559,-0.020446777
0.223,0.012207031,-0.020141602
0.2235,0.016479492,-0.017700195
0.224,0.021362305,-0.014343262
0.2245,0.018310547,-0.011901855
0.225,0.020446777,-0.008239746
0.2255,0.025634766,-0.00579834
0.226,0.028076172,0
0.2265,0.022888184,0.005493164
0.227,0.021362305,0.008850098
0.2275,0.025024414,0.009460449
0.228,0.023803711,0.007324219
0.2285,0.023498535,0.006103516
0.229,0.018920898,0.00213623
0.2295,0.014038086,0.003967285
0.23,0.010070801,0.002441406
0.2305,0.003356934,-0.000610352
0.231,-0.003662109,-0.004882813
0.2315,-0.007324219,-0.009765625
0.232,-0.009765625,-0.01159668
0.2325,-0.012512207,-0.017700195
0.233,-0.01739502,-0.014648438
0.2335,-0.02532959,-0.006408691
0.234,-0.03112793,-0.007019043
0.2345,-0.024414063,-0.008544922
0.235,-0.022583008,-0.01159668
0.2355,-0.029296875,-0.011901855
0.236,-0.035400391,-0.01373291
0.2365,-0.028076172,-0.012512207
0.237,-0.020141602,-0.008239746
0.2375,-0.023193359,-0.008850098
0.238,-0.02166748,-0.010681152
0.2385,-0.019226074,-0.01159668
0.239,-0.015869141,-0.012207031
0.2395,-0.010070801,-0.012512207
0.24,-0.003967285,-0.009765625
0.2405,0.000305176,-0.006103516
0.241,0.007019043,-0.003051758
0.2415,0.007629395,0.000305176
0.242,0.008239746,0.003356934
0.2425,0.009460449,0.007019043
0.243,0.012817383,0.008239746
0.2435,0.018005371,0.010681152
0.244,0.022888184,0.010986328
0.2445,0.018920898,0.012512207
0.245,0.020446777,0.012207031
0.2455,0.030517578,0.011291504
0.246,0.036621094,0.014038086
0.2465,0.032348633,0.012817383
0.247,0.026245117,0.012207031
0.2475,0.024108887,0.015869141
0.248,0.020751953,0.019226074
0.2485,0.020751953,0.014953613
0.249,0.020141602,0.010681152
0.2495,0.014343262,0.003356934
0.25,0.00579834,0.00579834
0.2505,0.000305176,0.007019043
0.251,-0.003662109,0.00213623
0.2515,-0.005187988,0.007324219
0.252,-0.006408691,0.010375977
0.2525,-0.010681152,0.008239746
0.253,-0.018310547,0.003967285
0.2535,-0.027160645,0
0.254,-0.02746582,-0.003967285
0.2545,-0.018615723,0.001525879
0.255,-0.015258789,0.006408691
0.2555,-0.026550293,0.007629395
0.256,-0.035095215,0.007019043
0.2565,-0.032653809,0.01373291
0.257,-0.025939941,0.013122559
0.2575,-0.023803711,0.004577637
0.258,-0.022277832,0.001525879
0.2585,-0.024108887,-0.003967285
0.259,-0.025939941,-0.007629395
0.2595,-0.018310547,-0.010986328
0.26,-0.009155273,-0.013427734
0.2605,-0.003967285,-0.019226074
0.261,0.002746582,-0.025634766
0.2615,0.003662109,-0.025024414
0.262,0.007324219,-0.021362305
0.2625,0.014648438,-0.022888184
0.263,0.017700195,-0.020751953
0.2635,0.022583008,-0.017089844
0.264,0.02746582,-0.014648438
0.2645,0.025024414,-0.01373291
0.265,0.022888184,-0.013122559
0.2655,0.030517578,-0.009765625
0.266,0.034484863,-0.005187988
0.2665,0.030517578,-0.003967285
0.267,0.024414063,-0.004272461
0.2675,0.024719238,-0.004577637
0.268,0.022277832,-0.00793457
0.2685,0.023193359,-0.009460449
0.269,0.018920898,-0.004577637
0.2695,0.010070801,-0.003967285
0.27,0.003356934,-0.005493164
0.2705,-0.000915527,-0.00213623
0.271,-0.007019043,-0.000305176
0.2715,-0.008544922,0.001831055
0.272,-0.010681152,0.000915527
0.2725,-0.015869141,0.000305176
